,Destination_link,Review,Sentiment Score
220,98625,"Couldn’t be more impressed. From booking to the end we were in awe of the service from Amit, vikram, tour guides Singh & imran. We had to change plans & Amit was amazing reorganising what we required. 
Highly highly recommend yolo India tours. Charmaine",5
221,158815,Excellent trip!! Exceeded our expectations. Great way to experience India.,5
223,158815,The tour was excellent. Had a wonderful time.,5
224,158815,It was a great tour. Hotels were excellent specially castle Talabgaon. All guides and driver were professional and knowledgeable.,5
225,158815,The tour was excellent.The driver was great. And our guides were awesome. Enjoyed our stay at castle. Tiger safari was very entertaining.,5
226,158815,"This was a great first trip to India! Himmat was a fantastic driver, the tour guides were very knowledgeable, and considering the 3-star rating of the hotels we are happy with the accommodations and food!",5
227,158815,I enjoyed the tour immensely. Tour guides were informative and driver Sandip was excellent. I'm hoping to take another trip with Swastik India next year.,5
228,158815,It was an amazing experience that i will never forget. Made so many memories and connections. Thanks for the wonderful tour!,5
229,158815,It was a perfectly organised trip. Had a wonderful time. Highly recommend!!,5
230,158815,Our experience with Swastik India Journeys was amazing. Many great memories made.Highly recommend this company.,5
232,125849,"It was our 1st trip to India and all thanks to this World Travel Experiences team must say it was the TRIP OF A LIFETIME!!! I recommend WTX if you want to travel to India. Our agent Mr Mohit, planned out a custom itinerary that took us from Delhi to...

            Show more",5
233,125849,"Few things command more respect than hard work, integrity, and dedication. These are among the many attributes we experienced from start to finish with World travel experiences when organizing our trip to India. This travel agent is an excellent...

            Show more",5
234,125849,"A sincere note of Thank you to the World Experience team,perfectly balanced the tour program. Highly appreciating and recommended. The experience I had was most amazing and memorable. The hotels included in the package were amazing. The journey and...

            Show more",5
235,125849,"Thank you very much for organizing the trip. It has been excellent one. It was customized and planned as per requirement. The driver Mr. Sahiram  was extremely cordial and drove an excellent manner. Thank much for providing with such an excellent...

            Show more",5
236,127143,An amazing adventure that has resulted lifelong memories. Mr Malik was the highlight. He was very respectful and ensured we were experiencing the real India.,5
237,127143,"We just returned home from a two week trip to India, and took a trip to Golden Triangle Tour with Pushkar and it was the most amazing time of our lives! Our travel agent Mr. Rituraj planned such a wonderful trip for us, everything was absolutely...

            Show more",5
238,127143,"One of the best travel agency. The team made my trip to Pushkar a memorable one.Thanks to them for planning my trip during the Pushkar fair. Everything was so organized and on time. Our guide was extremely helpful and made sure everything was as per the...

            Show more",5
